inst,stim,mnist_index,cond,acc,rt,conf,sat,noise
3,1,181,0,0,10.78,59427.68594,6,High
4,1,181,0,0.25,11.19,39261.49875,6,High
5,1,181,0,0.95,10.4,72578.24504,6,High
6,1,181,0,1,7.47,92554.37719,6,High
7,1,181,0,0,8.84,69645.63805,6,High
8,1,181,0,0,15.69,41874.16184,6,High
9,1,181,0,0.1,12.19,51005.79891,6,High
10,1,181,0,0.88,12.01,54287.50797,6,High
11,1,181,0,1,6.02,384741.6036,6,High
12,1,181,0,0.61,11.76,34664.16887,6,High
13,1,181,0,0,7.7,35463.41375,6,High
14,1,181,0,0,7.97,38484.59076,6,High
15,1,181,0,0,10.28,60923.25922,6,High
16,1,181,0,0,11.05,58428.55902,6,High
17,1,181,0,1,6.03,211376.9911,6,High
18,1,181,0,1,6.48,94826.63621,6,High
19,1,181,0,1,6.14,232995.7934,6,High
20,1,181,0,0.95,7.71,69409.55453,6,High
21,1,181,0,0.87,9.77,43366.47633,6,High
22,1,181,0,1,7.12,62414.53395,6,High
23,1,181,0,0,17.12,19260.64969,6,High
24,1,181,0,0,16.87,24705.32455,6,High
25,1,181,0,0.01,17.34,21351.05039,6,High
26,1,181,0,0,17.41,19745.8552,6,High
27,1,181,0,1,6.63,59533.65406,6,High
28,1,181,0,0.33,12.89,26036.14789,6,High
29,1,181,0,0.97,8.51,76677.71711,6,High
30,1,181,0,0.98,8.24,87944.18055,6,High
31,1,181,0,0.64,13.57,44137.5559,6,High
32,1,181,0,0.17,15.48,28452.88395,6,High
33,1,181,0,0,11.44,22832.89379,6,High
34,1,181,0,0.93,8.32,62688.03418,6,High
35,1,181,0,0.08,13.63,30735.61684,6,High
36,1,181,0,0.94,8.49,63380.25488,6,High
37,1,181,0,0.09,14.86,21621.89275,6,High
38,1,181,0,0.75,15.33,35924.53133,6,High
39,1,181,0,0,8.63,62495.99816,6,High
40,1,181,0,0.73,12.26,20464.90678,6,High
41,1,181,0,0.74,12.46,38842.69816,6,High
42,1,181,0,0.3,11.13,26291.43818,6,High
43,1,181,0,0.25,15.43,32250.39254,6,High
44,1,181,0,0.79,12.72,32640.50602,6,High
45,1,181,0,0,16,19664.4973,6,High
46,1,181,0,0.88,12.02,36735.32137,6,High
47,1,181,0,0.81,11.64,50586.81109,6,High
48,1,181,0,1,6.28,114369.1805,6,High
49,1,181,0,0.97,8.43,43666.48664,6,High
50,1,181,0,0.97,8.08,42720.23719,6,High
51,1,181,0,0.97,11.35,40230.05613,6,High
52,1,181,0,1,7.01,79837.75371,6,High
53,1,181,0,0.27,9.69,36118.91865,6,High
54,1,181,0,1,6.65,58851.8399,6,High
55,1,181,0,0.84,12.03,35206.05719,6,High
56,1,181,0,0.93,11.8,33586.01107,6,High
57,1,181,0,0.51,15.48,31017.03719,6,High
58,1,181,0,0,13.26,29162.93555,6,High
59,1,181,0,0,13.84,29441.50977,6,High
0,4,211,0,0.99,10.86,18633.37366,6,Low
1,4,211,0,0.95,7.89,31632.92948,6,Low
2,4,211,0,1,6.34,110108.2631,6,Low
3,4,211,0,1,6.08,155521.8736,6,Low
4,4,211,0,1,8.99,65572.85691,6,Low
5,4,211,0,1,6.41,113196.4392,6,Low
6,4,211,0,1,6.16,151079.9224,6,Low
7,4,211,0,1,6.66,90345.89691,6,Low
8,4,211,0,1,6.15,153057.4938,6,Low
9,4,211,0,1,6.05,245323.5544,6,Low
10,4,211,0,1,6.26,144302.0947,6,Low
11,4,211,0,1,6.02,341310.5442,6,Low
12,4,211,0,1,6.06,138111.3213,6,Low
13,4,211,0,1,6.3,71369.6516,6,Low
14,4,211,0,1,6.29,77504.86746,6,Low
15,4,211,0,1,6.07,149860.5372,6,Low
16,4,211,0,1,6.1,154231.2576,6,Low
17,4,211,0,1,6.03,213270.3482,6,Low
18,4,211,0,1,6.71,92081.44852,6,Low
19,4,211,0,1,6.03,241419.1623,6,Low
20,4,211,0,1,7.43,56557.10016,6,Low
21,4,211,0,1,6.01,193542.4854,6,Low
22,4,211,0,1,8.97,35557.31152,6,Low
23,4,211,0,0.91,9.71,32035.46889,6,Low
24,4,211,0,1,6.93,64109.03238,6,Low
25,4,211,0,0.94,10.09,30902.21,6,Low
26,4,211,0,0.93,9.96,30297.9147,6,Low
27,4,211,0,1,7.17,47538.22656,6,Low
28,4,211,0,1,6.66,71365.01934,6,Low
29,4,211,0,1,6,251733.7323,6,Low
30,4,211,0,1,6,251148.4592,6,Low
31,4,211,0,1,6.08,163203.5227,6,Low
32,4,211,0,1,7.19,57600.18275,6,Low
33,4,211,0,1,6.95,63143.81965,6,Low
34,4,211,0,1,6.04,154341.3062,6,Low
35,4,211,0,1,6.25,148412.4279,6,Low
36,4,211,0,1,6.08,154806.1066,6,Low
37,4,211,0,1,8.89,36841.98371,6,Low
38,4,211,0,1,6.04,169006.7916,6,Low
39,4,211,0,1,7.02,77184.48055,6,Low
40,4,211,0,1,6.5,56047.20469,6,Low
41,4,211,0,1,6.07,145056.2963,6,Low
42,4,211,0,1,8.32,43303.12711,6,Low
43,4,211,0,1,6.21,126854.8996,6,Low
44,4,211,0,1,6,154754.0762,6,Low
45,4,211,0,1,6.15,99362.45801,6,Low
46,4,211,0,1,7.14,51646.43332,6,Low
47,4,211,0,1,6.09,149331.6616,6,Low
48,4,211,0,1,6,258815.5645,6,Low
49,4,211,0,1,6.02,126092.3028,6,Low
50,4,211,0,1,6.04,124783.1391,6,Low
51,4,211,0,1,6.05,126238.7138,6,Low
52,4,211,0,1,6.09,114572.2799,6,Low
53,4,211,0,1,6.01,211791.5548,6,Low
54,4,211,0,1,6.14,94831.71625,6,Low
55,4,211,0,1,6.74,69174.51484,6,Low
56,4,211,0,1,6.65,67979.13957,6,Low
57,4,211,0,1,6.79,88324.22141,6,Low
58,4,211,0,1,6.39,94615.80777,6,Low
59,4,211,0,1,6.39,91997.74066,6,Low
0,1,277,1,0.53,5.89,6826.964395,3,High
1,1,277,1,0.42,5.54,11854.59841,3,High
2,1,277,1,1,3.01,117329.0078,3,High
3,1,277,1,0,4.85,24382.10127,3,High
4,1,277,1,0.8,5.5,19665.48795,3,High
5,1,277,1,0.99,3.65,49751.64949,3,High
6,1,277,1,0.97,3.89,40162.19689,3,High
7,1,277,1,0,4.36,31970.31781,3,High
8,1,277,1,0,5.96,21278.01024,3,High
9,1,277,1,0,5.17,24716.76348,3,High
10,1,277,1,0.94,4.9,31444.29449,3,High
11,1,277,1,1,3.03,201388.2505,3,High
12,1,277,1,0.56,5.53,17406.3507,3,High
13,1,277,1,0,4.02,16895.75046,3,High
14,1,277,1,0,3.86,18978.00341,3,High
15,1,277,1,0,4.75,24580.319,3,High
16,1,277,1,0,4.71,23074.40953,3,High
17,1,277,1,1,3.01,119032.0752,3,High
18,1,277,1,1,3.06,59569.58254,3,High
19,1,277,1,1,3.05,134338.1287,3,High
20,1,277,1,0.92,4.04,30050.2031,3,High
21,1,277,1,0.92,4,29193.43553,3,High
22,1,277,1,0.99,3.54,30436.89729,3,High
23,1,277,1,0.25,6.44,10942.70971,3,High
24,1,277,1,0.12,6.99,13352.64192,3,High
25,1,277,1,0.18,6.68,12770.7815,3,High
26,1,277,1,0.27,6.18,11636.1445,3,High
27,1,277,1,1,3.1,43094.62141,3,High
28,1,277,1,0.75,4.7,17915.17604,3,High
29,1,277,1,0.97,3.57,67333.97699,3,High
30,1,277,1,1,3.48,66291.30406,3,High
31,1,277,1,0.65,5.62,23267.62959,3,High
32,1,277,1,0.28,6.22,12253.95682,3,High
33,1,277,1,0,5.33,13341.03239,3,High
34,1,277,1,0.84,4.02,31013.73047,3,High
35,1,277,1,0.11,6.19,17038.52762,3,High
36,1,277,1,0.81,4.09,30908.61084,3,High
37,1,277,1,0.17,6.31,8626.159844,3,High
38,1,277,1,0.51,6.46,22212.67553,3,High
39,1,277,1,0,3.88,29683.93081,3,High
40,1,277,1,0.81,4.92,13003.96287,3,High
41,1,277,1,0.84,5.01,23108.88588,3,High
42,1,277,1,0.82,5.04,15072.7194,3,High
43,1,277,1,0.8,6.18,22010.49029,3,High
44,1,277,1,0.72,5.64,16767.65351,3,High
45,1,277,1,0.01,6.84,11467.86275,3,High
46,1,277,1,0.99,4.35,27889.02088,3,High
47,1,277,1,0.97,4.77,33304.58357,3,High
48,1,277,1,1,3.14,58508.05246,3,High
49,1,277,1,0.99,3.48,29293.12549,3,High
50,1,277,1,1,3.38,27083.84359,3,High
51,1,277,1,0.82,4.62,19185.46643,3,High
52,1,277,1,1,3.36,36946.91471,3,High
53,1,277,1,0.03,3.58,29971.05342,3,High
54,1,277,1,0.99,3.32,27851.89879,3,High
55,1,277,1,0.79,5.48,16398.91203,3,High
56,1,277,1,0.85,5.37,15050.56258,3,High
57,1,277,1,0.46,6.65,16919.46844,3,High
58,1,277,1,0.05,6.04,16250.75994,3,High
59,1,277,1,0.08,6.12,15202.85447,3,High
0,8,291,0,1,10.33,24994.43412,6,Low
1,8,291,0,0.98,10.07,43216.34596,6,Low
2,8,291,0,0.62,9.62,37210.58352,6,Low
3,8,291,0,0.85,13.57,35748.51777,6,Low
4,8,291,0,0.73,12.54,34427.56063,6,Low
5,8,291,0,0.83,12.9,39691.61777,6,Low
6,8,291,0,0.7,9.81,37994.47031,6,Low
7,8,291,0,0.26,12.72,32147.56484,6,Low
8,8,291,0,1,8.47,67066.81191,6,Low
9,8,291,0,1,6.75,121333.5914,6,Low
10,8,291,0,0.14,9,63742.50734,6,Low
11,8,291,0,0.18,13.52,39483.80297,6,Low
12,8,291,0,1,9.29,57841.21674,6,Low
13,8,291,0,0.87,14.51,22570.76344,6,Low
14,8,291,0,0.81,14.67,25060.50516,6,Low
15,8,291,0,0.77,12.73,39815.32551,6,Low
16,8,291,0,0.72,13.26,38423.79992,6,Low
17,8,291,0,0.68,13.88,27251.87285,6,Low
18,8,291,0,0.98,9.44,51070.35793,6,Low
19,8,291,0,0.29,12.92,31376.24102,6,Low
20,8,291,0,1,8.1,49059.32074,6,Low
21,8,291,0,0.76,11.03,37920.5425,6,Low
22,8,291,0,0.6,12.48,21493.87307,6,Low
23,8,291,0,0.48,9.74,16596.87178,6,Low
24,8,291,0,0.41,11.9,19570.34164,6,Low
25,8,291,0,0.49,9.47,14906.98174,6,Low
26,8,291,0,0.56,10.4,17793.27544,6,Low
27,8,291,0,0.89,12.33,16683.33221,6,Low
28,8,291,0,0.62,12.37,26546.55016,6,Low
29,8,291,0,0,8.81,61364.57164,6,Low
30,8,291,0,0.01,8.78,63649.84047,6,Low
31,8,291,0,1,9.97,55154.2043,6,Low
32,8,291,0,1,8.43,49341.65188,6,Low
33,8,291,0,0.04,14.2,31275.55885,6,Low
34,8,291,0,0.94,10.49,48734.25281,6,Low
35,8,291,0,0.87,10.8,44972.46551,6,Low
36,8,291,0,0.93,10.37,52775.00621,6,Low
37,8,291,0,0.99,10.46,33076.97938,6,Low
38,8,291,0,0.71,14.22,28952.57863,6,Low
39,8,291,0,1,12.14,34194.12719,6,Low
40,8,291,0,0.43,14.77,13268.17732,6,Low
41,8,291,0,0.93,9.59,44167.19605,6,Low
42,8,291,0,0.24,13.27,13987.05551,6,Low
43,8,291,0,0.82,9.71,27321.57957,6,Low
44,8,291,0,0.32,11.29,25877.62676,6,Low
45,8,291,0,0.92,10.96,30738.60131,6,Low
46,8,291,0,1,9.25,44196.58268,6,Low
47,8,291,0,0.96,9.5,49374.50984,6,Low
48,8,291,0,0.79,10.51,41681.87426,6,Low
49,8,291,0,1,7.9,44750.34404,6,Low
50,8,291,0,1,7.97,44182.1074,6,Low
51,8,291,0,0,7.91,76311.0825,6,Low
52,8,291,0,0.99,9.53,38064.19121,6,Low
53,8,291,0,1,9.59,48872.88094,6,Low
54,8,291,0,0.78,11.42,26461.46574,6,Low
55,8,291,0,0.98,10.84,38103.33602,6,Low
56,8,291,0,0.97,11.14,38561.0566,6,Low
57,8,291,0,0.58,11.69,26756.57285,6,Low
58,8,291,0,0.97,12.86,27977.5991,6,Low
59,8,291,0,0.96,12.43,33015.23434,6,Low
0,2,322,0,0.01,11.44,24814.23178,6,High
1,2,322,0,0.97,9.88,41645.00813,6,High
2,2,322,0,0,8.49,47186.06578,6,High
3,2,322,0,0,9.17,73361.0593,6,High
4,2,322,0,0.12,12.66,37885.89234,6,High
5,2,322,0,0.06,17.12,31680.45656,6,High
6,2,322,0,0.02,11.78,36707.13262,6,High
7,2,322,0,0.97,9.26,84418.45039,6,High
8,2,322,0,0.94,11.09,47337.84902,6,High
9,2,322,0,0,11.73,56929.87383,6,High
10,2,322,0,0.69,13.32,53343.78391,6,High
11,2,322,0,0.01,8.08,119130.3688,6,High
12,2,322,0,0,9.8,42539.85773,6,High
13,2,322,0,0,7,61243.89148,6,High
14,2,322,0,0,7.29,61912.63477,6,High
15,2,322,0,0,9.54,75433.95945,6,High
16,2,322,0,0,9.61,77324.66605,6,High
17,2,322,0,0,8.97,77091.6143,6,High
18,2,322,0,0.86,10.13,43508.7998,6,High
19,2,322,0,0,13.72,32996.57461,6,High
20,2,322,0,0.39,13.3,33001.89188,6,High
21,2,322,0,0.15,13.72,32482.86996,6,High
22,2,322,0,0,12.13,20989.07398,6,High
23,2,322,0,0.73,10.27,30294.53543,6,High
24,2,322,0,0.06,16.86,22493.51523,6,High
25,2,322,0,0.7,9.84,29496.40406,6,High
26,2,322,0,0.8,10.49,27957.02004,6,High
27,2,322,0,0.14,9.59,28728.50816,6,High
28,2,322,0,1,7.21,90724.18992,6,High
29,2,322,0,0,7.89,97053.22859,6,High
30,2,322,0,0,8.3,96662.11484,6,High
31,2,322,0,0.64,13.01,34330.81539,6,High
32,2,322,0,0.5,9.24,33142.33027,6,High
33,2,322,0,0.53,12.97,25070.00539,6,High
34,2,322,0,0.2,9.97,44082.85246,6,High
35,2,322,0,0.81,10.76,58061.53418,6,High
36,2,322,0,0.37,10.19,45263.28461,6,High
37,2,322,0,0,11.91,22749.67941,6,High
38,2,322,0,0.61,9.57,38139.86,6,High
39,2,322,0,0.11,11.46,38526.03051,6,High
40,2,322,0,0.93,9.19,29449.47049,6,High
41,2,322,0,0.19,11.22,39150.91992,6,High
42,2,322,0,0,8.36,54407.66609,6,High
43,2,322,0,0,14.8,32196.1016,6,High
44,2,322,0,0.02,11.19,38422.80824,6,High
45,2,322,0,0.97,10,49382.02977,6,High
46,2,322,0,0.11,11.97,20648.06694,6,High
47,2,322,0,0.22,14.22,37548.89098,6,High
48,2,322,0,0.47,12.41,31711.17477,6,High
49,2,322,0,0.6,11.19,28392.69035,6,High
50,2,322,0,0.59,11.11,30275.91523,6,High
51,2,322,0,0.77,9.96,37280.87664,6,High
52,2,322,0,0.97,8.84,42728.48031,6,High
53,2,322,0,0.12,12.12,40666.70477,6,High
54,2,322,0,0.71,10.16,37291.85137,6,High
55,2,322,0,0.11,12.81,35392.80398,6,High
56,2,322,0,0.07,13.69,32013.71387,6,High
57,2,322,0,0.98,9.52,66147.04988,6,High
58,2,322,0,0.63,13.34,25642.42742,6,High
59,2,322,0,0.6,12.74,27471.71488,6,High
0,8,339,1,1,3.58,21614.77429,3,High
1,8,339,1,1,3.17,52079.02357,3,High
2,8,339,1,0.98,4,29474.68147,3,High
3,8,339,1,0.05,5.31,28703.85473,3,High
4,8,339,1,1,3.38,76657.02016,3,High
5,8,339,1,1,3.79,40201.27957,3,High
6,8,339,1,1,3.89,43615.95182,3,High
7,8,339,1,0.19,5.62,21777.47828,3,High
8,8,339,1,1,4.58,20437.01245,3,High
9,8,339,1,1,3.43,86440.42066,3,High
10,8,339,1,0.96,3.69,44934.56445,3,High
11,8,339,1,0.81,5.37,31404.75793,3,High
12,8,339,1,1,3.27,43360.95621,3,High
13,8,339,1,0.62,4.27,15372.55701,3,High
14,8,339,1,0.56,4.33,15901.9587,3,High
15,8,339,1,0.04,4.96,34914.34271,3,High
16,8,339,1,0.05,5.2,32419.67783,3,High
17,8,339,1,0.73,5.03,17432.58818,3,High
18,8,339,1,1,3.73,40395.43602,3,High
19,8,339,1,0.91,4.79,21847.32949,3,High
20,8,339,1,1,3.44,29761.19279,3,High
21,8,339,1,1,3.35,41762.62238,3,High
22,8,339,1,1,3.12,43611.04414,3,High
23,8,339,1,1,4.08,23622.55079,3,High
24,8,339,1,1,4.55,22033.0312,3,High
25,8,339,1,1,4.23,25142.10816,3,High
26,8,339,1,1,4.16,21929.54299,3,High
27,8,339,1,0.57,6.03,9330.786523,3,High
28,8,339,1,1,3.17,46622.96891,3,High
29,8,339,1,0.06,6.23,21155.66201,3,High
30,8,339,1,0.06,6.62,23720.09167,3,High
31,8,339,1,0.98,3.94,34479.39334,3,High
32,8,339,1,1,4.08,28408.46693,3,High
33,8,339,1,0.53,6.27,11258.00236,3,High
34,8,339,1,1,3.1,63054.81742,3,High
35,8,339,1,1,3.14,80769.38645,3,High
36,8,339,1,1,3.09,63411.54871,3,High
37,8,339,1,1,3.78,27452.29599,3,High
38,8,339,1,0.17,5.91,15228.82299,3,High
39,8,339,1,1,3.61,46783.7792,3,High
40,8,339,1,0.88,4.46,13533.41306,3,High
41,8,339,1,1,3.13,60300.86461,3,High
42,8,339,1,0.92,5.56,18455.28321,3,High
43,8,339,1,1,3.89,27584.20445,3,High
44,8,339,1,1,4.06,22585.52984,3,High
45,8,339,1,0.98,4.15,21645.88264,3,High
46,8,339,1,0.99,4.77,17750.60315,3,High
47,8,339,1,0.95,4.88,24408.22161,3,High
48,8,339,1,0.87,5.54,22166.32456,3,High
49,8,339,1,1,3.52,29098.3321,3,High
50,8,339,1,1,3.66,28248.88275,3,High
51,8,339,1,1,3.47,34393.00682,3,High
52,8,339,1,1,4.28,22489.91924,3,High
53,8,339,1,1,3.03,97491.02898,3,High
54,8,339,1,0.99,3.7,27098.04902,3,High
55,8,339,1,1,3.59,32631.1208,3,High
56,8,339,1,1,3.58,32851.20065,3,High
57,8,339,1,0.98,3.56,37136.854,3,High
58,8,339,1,0.99,3.9,32391.09811,3,High
59,8,339,1,0.98,3.92,29567.4465,3,High
0,5,341,1,0.06,5.89,9097.794907,3,High
1,5,341,1,0.01,4.71,22094.35659,3,High
2,5,341,1,0,4.51,23339.91809,3,High
3,5,341,1,0.09,4.16,29385.05711,3,High
4,5,341,1,0.15,6.82,17441.99406,3,High
5,5,341,1,0,6.45,20665.57436,3,High
6,5,341,1,0.95,4.89,31374.63463,3,High
7,5,341,1,0.24,7.04,15102.88694,3,High
8,5,341,1,0.02,5.31,18954.5607,3,High
9,5,341,1,0,4.41,32242.11322,3,High
10,5,341,1,0.13,6.86,18729.19285,3,High
11,5,341,1,0.02,5.33,31122.88389,3,High
12,5,341,1,0,6.01,13776.86676,3,High
13,5,341,1,0,3.24,41766.58861,3,High
14,5,341,1,0,3.18,43749.15668,3,High
15,5,341,1,0.03,4.2,32318.94738,3,High
16,5,341,1,0.06,4.09,31606.58156,3,High
17,5,341,1,0,4.21,27977.79556,3,High
18,5,341,1,0.63,5.92,16635.85383,3,High
19,5,341,1,0,4.71,24274.65652,3,High
20,5,341,1,0.19,7,14300.68842,3,High
21,5,341,1,0.1,5.03,21345.25316,3,High
22,5,341,1,0,6.56,10905.69852,3,High
23,5,341,1,0,5.7,17095.99178,3,High
24,5,341,1,0.01,7.76,8700.701882,3,High
25,5,341,1,0,5.82,17215.53987,3,High
26,5,341,1,0,5.71,16524.53343,3,High
27,5,341,1,0.12,6.15,10128.77805,3,High
28,5,341,1,0.07,6.12,15347.07697,3,High
29,5,341,1,0,4.5,29558.05035,3,High
30,5,341,1,0,4.61,27820.5077,3,High
31,5,341,1,0,6.66,16670.10633,3,High
32,5,341,1,0,6.06,12269.10679,3,High
33,5,341,1,0,5.82,12088.99524,3,High
34,5,341,1,0.12,5.97,16558.45922,3,High
35,5,341,1,0,4.03,30463.00188,3,High
36,5,341,1,0.08,5.85,16266.16792,3,High
37,5,341,1,0.08,3.88,22025.06971,3,High
38,5,341,1,0.03,4.29,41137.71051,3,High
39,5,341,1,0,5.35,15693.75096,3,High
40,5,341,1,0.29,5.78,9284.572559,3,High
41,5,341,1,0,5.97,18053.09992,3,High
42,5,341,1,0,5.35,14724.84369,3,High
43,5,341,1,0,6.69,13699.11575,3,High
44,5,341,1,0.07,6.04,15506.41771,3,High
45,5,341,1,0.04,5.99,11857.08126,3,High
46,5,341,1,0,5.58,19051.64479,3,High
47,5,341,1,0,5.49,22317.54408,3,High
48,5,341,1,0.37,6.38,12897.92933,3,High
49,5,341,1,0.68,4.3,14046.4317,3,High
50,5,341,1,0.71,4.56,16645.02125,3,High
51,5,341,1,0.22,4.57,16824.05303,3,High
52,5,341,1,0.47,6.75,11674.87216,3,High
53,5,341,1,0,3.77,30491.29566,3,High
54,5,341,1,0.07,5.46,13604.18687,3,High
55,5,341,1,0.04,7.91,11589.27268,3,High
56,5,341,1,0.03,7.73,9272.091641,3,High
57,5,341,1,0.62,5.76,19373.0057,3,High
58,5,341,1,0.02,4.7,26867.74754,3,High
59,5,341,1,0,4.81,23959.95671,3,High
0,8,374,1,1,3.42,23614.1281,3,High
1,8,374,1,0.98,3.73,37707.80563,3,High
2,8,374,1,0.86,4.13,24018.41718,3,High
3,8,374,1,0.89,4.02,25564.56086,3,High
4,8,374,1,1,3.18,76209.38992,3,High
5,8,374,1,0.99,4.2,37533.53988,3,High
6,8,374,1,1,3.21,51178.78154,3,High
7,8,374,1,1,3.57,46399.45953,3,High
8,8,374,1,1,3.85,32348.41064,3,High
9,8,374,1,1,3.14,107912.9568,3,High
10,8,374,1,1,3.11,81610.27633,3,High
11,8,374,1,0.69,5.21,37300.17064,3,High
12,8,374,1,1,3.38,41332.78008,3,High
13,8,374,1,1,3.66,30667.04539,3,High
14,8,374,1,0.96,3.71,30780.59318,3,High
15,8,374,1,0.88,4.2,24313.03252,3,High
16,8,374,1,0.86,4.2,23575.71021,3,High
17,8,374,1,0.85,5.27,24935.66322,3,High
18,8,374,1,1,3.05,64494.57166,3,High
19,8,374,1,0.98,3.91,35406.93049,3,High
20,8,374,1,1,3.09,48185.4717,3,High
21,8,374,1,1,3.02,72598.0515,3,High
22,8,374,1,1,4.1,24513.38217,3,High
23,8,374,1,1,3.97,27594.57826,3,High
24,8,374,1,1,4.18,25331.8393,3,High
25,8,374,1,1,3.84,25616.77863,3,High
26,8,374,1,0.99,3.94,27780.95894,3,High
27,8,374,1,1,3.56,18980.78946,3,High
28,8,374,1,1,3.21,46079.98549,3,High
29,8,374,1,0,5.74,25816.07158,3,High
30,8,374,1,0,5.88,23654.36836,3,High
31,8,374,1,1,3.43,44142.50467,3,High
32,8,374,1,1,3.57,32537.43996,3,High
33,8,374,1,1,3.37,36370.86773,3,High
34,8,374,1,1,3.03,74419.7316,3,High
35,8,374,1,1,3.04,83342.06832,3,High
36,8,374,1,1,3.03,70151.46543,3,High
37,8,374,1,1,3.3,35413.7693,3,High
38,8,374,1,0.03,6.82,24447.73669,3,High
39,8,374,1,1,3.29,46387.71156,3,High
40,8,374,1,1,3.32,19685.12424,3,High
41,8,374,1,1,3.01,72469.95633,3,High
42,8,374,1,0.93,4.22,18885.96555,3,High
43,8,374,1,0.99,3.88,30298.05611,3,High
44,8,374,1,1,3.13,34559.36129,3,High
45,8,374,1,0.93,3.96,19446.68391,3,High
46,8,374,1,1,3.43,31842.84064,3,High
47,8,374,1,0.99,3.8,33479.90873,3,High
48,8,374,1,1,3.14,57500.4827,3,High
49,8,374,1,1,3.01,52691.91871,3,High
50,8,374,1,1,3.04,52459.0425,3,High
51,8,374,1,0.99,3.17,36289.10896,3,High
52,8,374,1,1,3.09,43293.24125,3,High
53,8,374,1,1,3,109302.903,3,High
54,8,374,1,1,3.23,35706.0052,3,High
55,8,374,1,0.99,4.11,28740.82684,3,High
56,8,374,1,0.99,3.87,26671.16221,3,High
57,8,374,1,1,3.78,36007.39264,3,High
58,8,374,1,1,3.04,53311.99803,3,High
59,8,374,1,1,3.07,53057.9565,3,High
0,3,382,0,1,8.15,28154.09414,6,Low
1,3,382,0,0.98,8.64,47959.90324,6,Low
2,3,382,0,1,7.11,59841.70121,6,Low
3,3,382,0,0.99,8.43,56830.73266,6,Low
4,3,382,0,1,6.41,123903.0872,6,Low
5,3,382,0,0.95,9.72,58455.88395,6,Low
6,3,382,0,1,7.48,94034.92141,6,Low
7,3,382,0,0.69,11.1,30151.1875,6,Low
8,3,382,0,0.99,8.22,58328.65402,6,Low
9,3,382,0,0.9,11.15,63838.86273,6,Low
10,3,382,0,0.64,10.27,46709.62336,6,Low
11,3,382,0,0.99,7.55,95997.08484,6,Low
12,3,382,0,0.09,12.01,24487.7975,6,Low
13,3,382,0,1,6.35,79838.55293,6,Low
14,3,382,0,1,6.42,77306.74051,6,Low
15,3,382,0,0.97,8.94,52890.21469,6,Low
16,3,382,0,0.99,8.64,57848.05246,6,Low
17,3,382,0,1,8.23,63418.76109,6,Low
18,3,382,0,1,6.67,92781.3573,6,Low
19,3,382,0,0,8.16,67086.49102,6,Low
20,3,382,0,0.91,9.15,40721.7673,6,Low
21,3,382,0,0.12,11.16,31838.72738,6,Low
22,3,382,0,0.71,14.55,20847.93797,6,Low
23,3,382,0,0.03,11.79,24656.83641,6,Low
24,3,382,0,0,15.88,31886.69998,6,Low
25,3,382,0,0.05,11.52,26004.07,6,Low
26,3,382,0,0,11.68,27611.41941,6,Low
27,3,382,0,1,8.24,34282.68092,6,Low
28,3,382,0,1,6.92,83451.63504,6,Low
29,3,382,0,0,8.06,68316.16102,6,Low
30,3,382,0,0,8.15,71981.52266,6,Low
31,3,382,0,0.99,7.82,67963.19746,6,Low
32,3,382,0,0.27,12.07,19090.56148,6,Low
33,3,382,0,0,8.18,56771.05621,6,Low
34,3,382,0,1,7.59,67929.9302,6,Low
35,3,382,0,0.05,12.87,45642.18641,6,Low
36,3,382,0,1,7.81,68712.9216,6,Low
37,3,382,0,1,6.35,88218.26703,6,Low
38,3,382,0,1,7.4,77312.48684,6,Low
39,3,382,0,0.56,11.24,24438.71457,6,Low
40,3,382,0,1,7.91,37677.15879,6,Low
41,3,382,0,0.26,10.5,26213.46289,6,Low
42,3,382,0,0.96,7.68,35618.5974,6,Low
43,3,382,0,1,7.56,60565.89098,6,Low
44,3,382,0,0.13,10.48,33855.80965,6,Low
45,3,382,0,1,9.88,44588.13543,6,Low
46,3,382,0,0.85,13.46,21256.94031,6,Low
47,3,382,0,0.27,14.91,27102.37418,6,Low
48,3,382,0,0.99,7.55,58107.02992,6,Low
49,3,382,0,1,6.56,73479.50496,6,Low
50,3,382,0,1,6.51,74354.68316,6,Low
51,3,382,0,1,6.67,90601.14797,6,Low
52,3,382,0,0.95,9.14,29737.1398,6,Low
53,3,382,0,0.83,11.4,34646.59184,6,Low
54,3,382,0,1,9.12,49772.75809,6,Low
55,3,382,0,0.91,9.33,35453.5691,6,Low
56,3,382,0,0.88,9.07,30083.04445,6,Low
57,3,382,0,1,7.53,69779.65859,6,Low
58,3,382,0,1,7.13,68305.69953,6,Low
59,3,382,0,1,7.26,62985.03652,6,Low
0,5,413,0,0,8.79,28904.66486,6,High
1,5,413,0,0,9.23,46255.70297,6,High
2,5,413,0,0.33,13.29,29197.74838,6,High
3,5,413,0,0.36,9.32,37769.51195,6,High
4,5,413,0,0,17.67,38333.20691,6,High
5,5,413,0,0,8.79,63702.69422,6,High
6,5,413,0,0.67,12.75,42157.14465,6,High
7,5,413,0,0.22,11.16,52048.2975,6,High
8,5,413,0,0,10.8,37991.47035,6,High
9,5,413,0,0.68,11.81,40791.22156,6,High
10,5,413,0,0,9.16,79669.82086,6,High
11,5,413,0,0.68,12.25,49189.03229,6,High
12,5,413,0,0.07,13.69,33939.24426,6,High
13,5,413,0,0,6.2,119390.1994,6,High
14,5,413,0,0,6.13,117148.88,6,High
